Item Number,Item Description,Qty ,,Price,Department Name,,,,,,,,,,,,,,,,
205,PETER OF MOUNT EPHRAIM,1,,"$4,235.00",Books,,,,,,,,,,,,,,,,
206,Aunt Jen,0,,"$3,573.00",Books,,,,,,,,,,,,,,,,
80,LITTLE STAR COLOURING ABC  123,27,,"$3,996.00",Books,,,,,,,,,,,,,,,,
81,LITTLE STAR WE LOVE TO COLOUR,40,,$530.00,Books,,,,,,,,,,,,,,,,
82,BIG AND EASY COLOURING BOOK,0,,"$4,131.00",Books,,,,,,,,,,,,,,,,
83,Grade 3 Integrated Lang Art WKBK 3,6,,"$3,913.00",Books,,,,,,,,,,,,,,,,
84,Grade 3 Integ Practice Paper WKBK 3,0,,$704.00,Books,,,,,,,,,,,,,,,,
85,GRAMMER PUPIL BOOK 8,0,,"$4,299.00",Books,,,,,,,,,,,,,,,,
86,SHEET PROCTECTORS {STIDMARK},1,,"$1,165.00",Books,,,,,,,,,,,,,,,,
87,SHEET PROCTECTORS {STIDMARK},0,,"$1,097.00",Books,,,,,,,,,,,,,,,,
88,JOLLY PHONICS PUPIL  BK1,8,,"$4,878.00",Books,,,,,,,,,,,,,,,,
89,Playing With Sound Part 2,6,,"$3,250.00",Books,,,,,,,,,,,,,,,,
90,Playing With Sound Part 1,2,,$269.00,Books,,,,,,,,,,,,,,,,
91,CARLONG Reasoning and Problem Solving,3,,"$3,925.00",Books,,,,,,,,,,,,,,,,
92,Skill- Building,0,,"$3,183.00",Books,,,,,,,,,,,,,,,,
93,Integrated Studies Workbook,2,,"$4,578.00",Books,,,,,,,,,,,,,,,,
443,SPARK 2 PEN ASSORTED,32,,"$3,017.00",Stationery,,,,,,,,,,,,,,,,
470,0.5 LEADS,0,,$460.00,Stationery,,,,,,,,,,,,,,,,
497,Elmers Washable Clear Glue,0,,"$2,900.00",Stationery,,,,,,,,,,,,,,,,
524,chalk white,12,,"$3,310.00",Stationery,,,,,,,,,,,,,,,,
551,ART SMOCK LARGE,16,,"$3,513.00",Stationery,,,,,,,,,,,,,,,,
578,ENVELOPE #10 WHITE,692,,"$2,879.00",Stationery,,,,,,,,,,,,,,,,
605,CALCULATOR RIBBON,12,,"$4,027.00",Stationery,,,,,,,,,,,,,,,,
632,MASKIN BLUE TAPE 2'',5,,"$1,374.00",Stationery,,,,,,,,,,,,,,,,
659,BRISTOL NEON PAPER,759,,$412.00,Stationery,,,,,,,,,,,,,,,,
686,Cartridge Paper Neon Colour,446,,"$3,283.00",Stationery,,,,,,,,,,,,,,,,
713,BLANK 100 PK,172,,$622.00,Stationery,,,,,,,,,,,,,,,,
740,KHAKI PANTS SIZE 14,0,,"$3,667.00",Uniform,,,,,,,,,,,,,,,,
767,3D FOAMY FIGURES 5-TYPE,35,,$729.00,CRAFT,,,,,,,,,,,,,,,,
794,PEACE,0,,"$1,827.00",CRAFT,,,,,,,,,,,,,,,,
444,FOAM L\S SHEET,168,,"$4,282.00",Stationery,,,,,,,,,,,,,,,,
471,PAPER CLIP,2,,"$3,937.00",Stationery,,,,,,,,,,,,,,,,
498,Pattex 225g,5,,"$4,613.00",Stationery,,,,,,,,,,,,,,,,
525,Chalk coloured,9,,"$2,725.00",Stationery,,,,,,,,,,,,,,,,
552,Smock Small,0,,"$2,638.00",Stationery,,,,,,,,,,,,,,,,
579,Envelope #10 Window,737,,$664.00,Stationery,,,,,,,,,,,,,,,,
606,PENTEL EENERGEL PEN BLUE,0,,"$3,158.00",Stationery,,,,,,,,,,,,,,,,
633,KIDS SCISSORS,0,,"$3,813.00",Stationery,,,,,,,,,,,,,,,,
660,PARCHEMENT PAPER {THICK},123,,"$4,579.00",Stationery,,,,,,,,,,,,,,,,
687,KNOW OUR SHAPES,0,,"$1,751.00",Stationery,,,,,,,,,,,,,,,,
714,BLANK 50 PK,191,,$297.00,Stationery,,,,,,,,,,,,,,,,
741,KHAKI PANTS SIZE 18,1,,"$2,326.00",Uniform,,,,,,,,,,,,,,,,
768,FLOWERS GLITTER,1,,"$1,057.00",CRAFT,,,,,,,,,,,,,,,,
795,GLITTER ASSORTER 9,2,,"$1,987.00",CRAFT,,,,,,,,,,,,,,,,
819,LIZARD ASSORTED,0,,"$2,034.00",CRAFT,,,,,,,,,,,,,,,,
371,Caribbean Infant Reader 3B,0,,"$1,232.00",Books,,,,,,,,,,,,,,,,
372,JOLLY PHONICS WORKBOOK 4,2,,"$1,616.00",Books,,,,,,,,,,,,,,,,
373,EARLY BIRD READING SKILLS AGE 4,6,,"$1,085.00",Books,,,,,,,,,,,,,,,,
374,Early Bird  NUMERACY  SKILLS Age 3,7,,$152.00,Books,,,,,,,,,,,,,,,,
375,Early Bird  NUMERACY  SKILLS Age 4,7,,"$2,444.00",Books,,,,,,,,,,,,,,,,
376,Early Bird NUMERACY  SKILLS Age 5,5,,"$3,259.00",Books,,,,,,,,,,,,,,,,
377,Early Bird WRITING SKILLS 4,4,,"$2,457.00",Books,,,,,,,,,,,,,,,,
378,Early Bird WRITING SKILLS 3,7,,"$4,924.00",Books,,,,,,,,,,,,,,,,
379,Early Bird WRITING SKILLS 5,5,,$667.00,Books,,,,,,,,,,,,,,,,
380,Marks Record,1,,"$3,484.00",Stationery,,,,,,,,,,,,,,,,
381,Register {Secoundary},27,,"$2,256.00",Books,,,,,,,,,,,,,,,,
382,OxfORD Mathematics for the Caribbean Skills Workbook 1,0,,"$1,861.00",Books,,,,,,,,,,,,,,,,
383,CSEC INTEGRATED SCIENCE,0,,$531.00,Books,,,,,,,,,,,,,,,,
384,CSEC ENGLISH LANGUAGE PAPER 1,7,,"$1,208.00",Books,,,,,,,,,,,,,,,,
445,Glossy cover one side,89,,"$2,553.00",Stationery,,,,,,,,,,,,,,,,
472,PAPER MATE CORRECTIONAL Liquid Bottle,32,,"$3,841.00",Stationery,,,,,,,,,,,,,,,,
499,LARGE ELMER'S GLUE,3,,"$1,972.00",Stationery,,,,,,,,,,,,,,,,
526,BOOK WRAPPER ASSORTED,325,,"$4,965.00",Stationery,,,,,,,,,,,,,,,,
553,Crayons Jumbo #8,23,,"$1,439.00",Stationery,,,,,,,,,,,,,,,,
580,Envelope # 8 White /brown,4705,,"$2,003.00",Stationery,,,,,,,,,,,,,,,,
607,SCRATCH PAD LARG,0,,"$3,530.00",Stationery,,,,,,,,,,,,,,,,
634,BOX CUTTER,2,,"$4,557.00",Stationery,,,,,,,,,,,,,,,,
661,Glitter twin pocket folder,3,,$484.00,Stationery,,,,,,,,,,,,,,,,
688,NUMBERS 1-10,0,,"$3,204.00",Stationery,,,,,,,,,,,,,,,,
715,Metre stick,7,,"$3,116.00",Stationery,,,,,,,,,,,,,,,,
742,KHAKI PANTS 16,0,,"$4,635.00",Uniform,,,,,,,,,,,,,,,,
769,POM POM GLITTER,11,,"$4,465.00",CRAFT,,,,,,,,,,,,,,,,
796,TRANSPORTATION,5,,"$3,298.00",CRAFT,,,,,,,,,,,,,,,,
446,ID SRING WITH HOOK,3,,"$3,237.00",Stationery,,,,,,,,,,,,,,,,
473,Sticky Note 3 x 3  green,0,,"$3,001.00",Stationery,,,,,,,,,,,,,,,,
500,UHU STICK GLUE 21G,0,,"$4,421.00",Stationery,,,,,,,,,,,,,,,,
527,WILL Form,28,,"$4,956.00",Stationery,,,,,,,,,,,,,,,,
554,Crayola Crayons 24pk,14,,"$2,592.00",Stationery,,,,,,,,,,,,,,,,
581,FOLDER SHEETS 50 PK,23,,"$1,900.00",Stationery,,,,,,,,,,,,,,,,
608,SPIRAL 1 1/2'',73,,"$3,251.00",Stationery,,,,,,,,,,,,,,,,
635,STUDMARK No.10 MINI STAPLER,0,,"$2,264.00",Stationery,,,,,,,,,,,,,,,,
662,INACOPIA L/S PAPER,152,,"$1,314.00",Stationery,,,,,,,,,,,,,,,,
689,DAY OF THE WEEK CHARTS,0,,"$1,926.00",Stationery,,,,,,,,,,,,,,,,
716,ATTENDANCE BOOK SMALL,4,,"$1,488.00",Stationery,,,,,,,,,,,,,,,,
743,KHAKI PANTS SIZE 4,4,,$180.00,Uniform,,,,,,,,,,,,,,,,
770,FOAM BALL 98MM 4PK,0,,"$4,694.00",CRAFT,,,,,,,,,,,,,,,,
797,STICKERS ASSORTED,0,,"$2,785.00",CRAFT,,,,,,,,,,,,,,,,
164,NEW PRIMARY S/S  GRADE 6,19,,$173.00,Books,,,,,,,,,,,,,,,,
165,CARLONG PRACTICE PAPERS MATHS PEP,6,,"$4,588.00",Books,,,,,,,,,,,,,,,,
166,Mathematics Performance Task 6,5,,$969.00,Books,,,,,,,,,,,,,,,,
167,GRADE 6  NEW INTE SCIENCE WORKBOOK PEP,18,,$954.00,Books,,,,,,,,,,,,,,,,
168,GRADE 6 NEW INTEGRATED MATHEMATICS WORKBOOK PEP,23,,$605.00,Books,,,,,,,,,,,,,,,,
169,Cheetah Practice Ability Test,1,,"$1,448.00",Books,,,,,,,,,,,,,,,,
170,Cheetah Math Practice,1,,"$4,536.00",Books,,,,,,,,,,,,,,,,
171,MISSION SCIENCE STUDENT BOOK 6,19,,"$3,380.00",Books,,,,,,,,,,,,,,,,
172,CRITICAL THINKING BK 6,40,,"$3,579.00",Books,,,,,,,,,,,,,,,,
173,HOW SMART ARE YOU,8,,$294.00,Books,,,,,,,,,,,,,,,,
174,New Junior  English Revised,1,,"$4,121.00",Books,,,,,,,,,,,,,,,,
175,New FIRST AID IN ENGLISH,0,,"$3,510.00",Books,,,,,,,,,,,,,,,,
176,FIRST AID IN MATHS,14,,"$2,278.00",Books,,,,,,,,,,,,,,,,
177,Active English for Success Course Book 6,6,,"$3,749.00",Books,,,,,,,,,,,,,,,,
427,CASH 3 TO A PAGE RECEIPT BOOK,13,,"$4,870.00",Stationery,,,,,,,,,,,,,,,,
428,GLUE STICK LARGE,1,,"$2,810.00",Stationery,,,,,,,,,,,,,,,,
429,4 COLOUR PEN,7,,"$2,026.00",Stationery,,,,,,,,,,,,,,,,
430,CLEAR FRONT REPORT COVER,3,,"$4,960.00",Stationery,,,,,,,,,,,,,,,,
431,Papermate Pens,9,,"$4,643.00",Stationery,,,,,,,,,,,,,,,,
432,GLITTER FOAM SHEET LARGE,605,,"$2,943.00",Stationery,,,,,,,,,,,,,,,,
433,2'' BULL DOG CLIP,0,,$975.00,Stationery,,,,,,,,,,,,,,,,
434,1'' BULL DOG CLIP,1,,"$2,368.00",Stationery,,,,,,,,,,,,,,,,
435,DRAWING PENCILS ASSORTED NUMBERS,342,,"$4,626.00",Stationery,,,,,,,,,,,,,,,,
436,DOCUMENT WALLET L/S,0,,"$3,625.00",Stationery,,,,,,,,,,,,,,,,
438,Small Sheen Tape,17,,"$3,560.00",Stationery,,,,,,,,,,,,,,,,
439,DECORATIVE TAPE {LARGE SHEEN},23,,$181.00,Stationery,,,,,,,,,,,,,,,,
440,DECORATIVE TAPE,3,,"$2,458.00",Stationery,,,,,,,,,,,,,,,,
150,JAMAICA PRIMARY S/S for NSC WORK BK5,20,,"$2,871.00",Books,,,,,,,,,,,,,,,,
151,JAMAICA PRIMARY S/S STUDENT BOOK 5,1,,"$1,376.00",Books,,,,,,,,,,,,,,,,
152,THE NEW INTEGRATED S/S BK 5,21,,$557.00,Books,,,,,,,,,,,,,,,,
153,THE NEW PRIMARY S/S GRADE 5,7,,"$2,111.00",Books,,,,,,,,,,,,,,,,
154,Active English for Success Course Book 5,8,,$768.00,Books,,,,,,,,,,,,,,,,
155,Communication Task Workbook 5,1,,$741.00,Books,,,,,,,,,,,,,,,,
156,LEAPS AND BOUND IN LITERACY,6,,"$2,146.00",Books,,,,,,,,,,,,,,,,
157,"PEP PRACTICE  Performance  GRADE 4,5 & 6",7,,$638.00,Books,,,,,,,,,,,,,,,,
158,"PEP PRACTICE ABILITY GRADE 4,5 & 6",26,,"$3,304.00",Books,,,,,,,,,,,,,,,,
159,MENTAL ABILITY AND REASIONG BOOK 5,3,,"$3,981.00",Books,,,,,,,,,,,,,,,,
160,MISSION SCIENCE STUDENT  BOOK 5,26,,"$1,266.00",Books,,,,,,,,,,,,,,,,
161,Language Tree Student Book 5,3,,"$2,609.00",Books,,,,,,,,,,,,,,,,
162,Language Tree WORK Book 5,5,,"$1,553.00",Books,,,,,,,,,,,,,,,,
163,JAMAICA PRIMARY S/S STUDENT BOOK 6,1,,$539.00,Books,,,,,,,,,,,,,,,,
178,LANGUAGE TREE WORKBK 6,12,,"$4,350.00",Books,,,,,,,,,,,,,,,,
179,MENTAL ABILITY AND REASONING Book 6,0,,"$1,505.00",Books,,,,,,,,,,,,,,,,
180,REDISCOVERING MATHS GRADE 6,20,,"$3,564.00",Books,,,,,,,,,,,,,,,,
181,Bright Sparks Students Book 6,3,,"$2,556.00",Books,,,,,,,,,,,,,,,,
182,The year In San Frenando,1,,"$2,793.00",Books,,,,,,,,,,,,,,,,
183,MEN AND GODS,11,,"$4,688.00",Books,,,,,,,,,,,,,,,,
184,The Pearl,10,,$504.00,Books,,,,,,,,,,,,,,,,
185,Sprat Morrison,1,,$179.00,Books,,,,,,,,,,,,,,,,
186,Sunsong 3,4,,$316.00,Books,,,,,,,,,,,,,,,,
187,Plays For Today CSEC,3,,"$4,218.00",Books,,,,,,,,,,,,,,,,
188,To Kill a Mockinbird,5,,"$1,138.00",Books,,,,,,,,,,,,,,,,
189,The Glass Menagerie,3,,"$3,924.00",Books,,,,,,,,,,,,,,,,
190,FULL CIRCLE,4,,"$4,630.00",Books,,,,,,,,,,,,,,,,
191,Summer Lightning,3,,"$2,212.00",Books,,,,,,,,,,,,,,,,
447,Presentation Cover Clear,251,,"$4,158.00",Stationery,,,,,,,,,,,,,,,,
474,Sticky Note 3 x 3,0,,$374.00,Stationery,,,,,,,,,,,,,,,,
501,EYES  ASSORTED,579,,"$4,809.00",Stationery,,,,,,,,,,,,,,,,
528,MAPED BOOGY SHARPENER,6,,"$3,174.00",Stationery,,,,,,,,,,,,,,,,
555,SARGENT ART 8 LARGE CRAYONS,24,,"$4,996.00",Stationery,,,,,,,,,,,,,,,,
582,GRAPH SHEET 50,9,,"$4,053.00",Stationery,,,,,,,,,,,,,,,,
609,SPIRAL 1/2 INCH,79,,"$4,071.00",Stationery,,,,,,,,,,,,,,,,
636,VERBATIM FLASH DRIVE,1,,"$1,445.00",Stationery,,,,,,,,,,,,,,,,
663,CHEMISTRY LAB BOOK,11,,"$4,362.00",Stationery,,,,,,,,,,,,,,,,
690,NOUNS CHARTS,5,,"$1,536.00",Stationery,,,,,,,,,,,,,,,,
717,LOG BOOK LRG,0,,"$3,748.00",Stationery,,,,,,,,,,,,,,,,
744,KHAKI PANTS 8,1,,"$4,233.00",Uniform,,,,,,,,,,,,,,,,
771,Pointer Bees,1,,"$4,885.00",CRAFT,,,,,,,,,,,,,,,,
798,FOAM LETTER,1,,$550.00,CRAFT,,,,,,,,,,,,,,,,
317,Rainbow Reader Family &Friend infant Yr 1 work book 1,9,,"$1,896.00",Books,,,,,,,,,,,,,,,,
318,Rainbow  Readers Fun in the Holidays  Infant Year 1  WKBK 2,0,,"$2,139.00",Books,,,,,,,,,,,,,,,,
319,THE WAY TO ART MIXING COLOURS BOOK2,3,,"$4,351.00",Books,,,,,,,,,,,,,,,,
320,LETS LEARN TOGETHER LANGUAGE ARTS,18,,$515.00,Books,,,,,,,,,,,,,,,,
321,LET'S LEARN TOGETHER READING & ACTIVITY,5,,"$1,421.00",Books,,,,,,,,,,,,,,,,
322,READING & COMPREHENSION BK 2,16,,"$1,105.00",Books,,,,,,,,,,,,,,,,
323,JUMBO COLOURING ABC,25,,"$3,034.00",Books,,,,,,,,,,,,,,,,
324,JUMBO COLOURING 123,17,,"$2,823.00",Books,,,,,,,,,,,,,,,,
325,ME AND MY WORLD PRE- K,12,,"$3,489.00",Books,,,,,,,,,,,,,,,,
326,Our Island Jamaica Me & My World K1  Age 3,0,,"$3,909.00",Books,,,,,,,,,,,,,,,,
327,Reading and Comprehension K2,4,,"$2,857.00",Books,,,,,,,,,,,,,,,,
328,"READ & ACTIVITY 
Bk 2 K2",5,,"$4,394.00",Books,,,,,,,,,,,,,,,,
329,Let's Learn Together Phonics Book 2 Age 4,1,,"$2,970.00",Books,,,,,,,,,,,,,,,,
330,LETS LEARN TOGETHER SPANISH K2 LEVEL 1,1,,"$3,841.00",Books,,,,,,,,,,,,,,,,
276,Skills in Geography,5,,"$1,991.00",Books,,,,,,,,,,,,,,,,
277,Macmillan Jamaica Social Studies Atlas,1,,"$2,377.00",Books,,,,,,,,,,,,,,,,
278,Philips Certificate Atlas,4,,"$2,226.00",Books,,,,,,,,,,,,,,,,
279,DISCOVERING GEORAPHY WORKBOOK,1,,"$3,826.00",Books,,,,,,,,,,,,,,,,
280,LEVEL 2 GEOGRAPHY,1,,"$1,274.00",Books,,,,,,,,,,,,,,,,
281,CARIBBEAN PHYSICAL ED LEV 1-3,4,,"$4,943.00",Books,,,,,,,,,,,,,,,,
282,PREPARING FOR EXAM BK 1,5,,"$1,213.00",Books,,,,,,,,,,,,,,,,
283,WorkBook for Food & Nutrition Students,0,,"$1,936.00",Books,,,,,,,,,,,,,,,,
284,WorkBook for Clothing & Textiles Students,14,,"$1,769.00",Books,,,,,,,,,,,,,,,,
285,PREPARING FOR EXAM BK 2,2,,"$3,080.00",Books,,,,,,,,,,,,,,,,
286,New Primary English 5,0,,"$3,756.00",Books,,,,,,,,,,,,,,,,
287,H & S Biology Study Guide for CXC,0,,"$2,578.00",Books,,,,,,,,,,,,,,,,
288,CXC English B Study Guide for CSEC,2,,$630.00,Books,,,,,,,,,,,,,,,,
289,CXC MATHEMATICS  Study Guide for CSEC,0,,"$1,722.00",Books,,,,,,,,,,,,,,,,
249,STUDENT  COMPANION,5,,$572.00,Books,,,,,,,,,,,,,,,,
250,Exploring Chemistry Grade 9 workbook,9,,"$3,007.00",Books,,,,,,,,,,,,,,,,
251,Exploring Biology  Grade 9 Student Book,6,,"$4,510.00",Books,,,,,,,,,,,,,,,,
252,Exploring Physics  Grade 9 Student Book,13,,$270.00,Books,,,,,,,,,,,,,,,,
253,Exploring Physics  Grade 9 Work Book,12,,"$2,817.00",Books,,,,,,,,,,,,,,,,
254,COLLINS ATLAS  SOCIAL STUDIES,24,,"$1,413.00",Books,,,,,,,,,,,,,,,,
255,Exploring Biology GR 9 WKB,12,,"$2,216.00",Books,,,,,,,,,,,,,,,,
256,COLLINS Integrated Science Book 1 Student,0,,"$3,097.00",Books,,,,,,,,,,,,,,,,
257,COLLINS Integrated Science Book 1 Workbook,0,,"$2,013.00",Books,,,,,,,,,,,,,,,,
258,COLLINS Integrated Science Book 3 Student,0,,"$2,415.00",Books,,,,,,,,,,,,,,,,
259,COLLINS Integrated Science Book 3 workbook,2,,"$3,365.00",Books,,,,,,,,,,,,,,,,
260,COLLINS Integrated Science Book 2 workbook,0,,"$1,532.00",Books,,,,,,,,,,,,,,,,
261,COLLINS Integrated Science Book 2 Student,0,,"$4,641.00",Books,,,,,,,,,,,,,,,,
235,BIOLOGY PASS PAPER,7,,"$2,866.00",Books,,,,,,,,,,,,,,,,
236,MATHS  PAST PAPER,0,,"$1,867.00",Books,,,,,,,,,,,,,,,,
237,CHEMISTRY PASS PAPERS,1,,$830.00,Books,,,,,,,,,,,,,,,,
238,LITTLE OXFORD ENG DICTIONARY,0,,$796.00,Books,,,,,,,,,,,,,,,,
239,OXFORD SCHOOL DICT & THESAURUS,0,,"$3,306.00",Books,,,,,,,,,,,,,,,,
240,Collins Easy Learn Spanish Dictionery,1,,"$1,870.00",Books,,,,,,,,,,,,,,,,
241,Collin French Pcket Dictionary,9,,"$1,484.00",Books,,,,,,,,,,,,,,,,
242,COLLINS ENGLISH DICTIONARY,2,,"$2,583.00",Books,,,,,,,,,,,,,,,,
243,COLLINS SPANISH GRAMMER DICTIONARY,21,,"$1,097.00",Books,,,,,,,,,,,,,,,,
244,COLLINS STUDENT DICTIONERY,2,,"$3,883.00",Books,,,,,,,,,,,,,,,,
245,COLLINS ENGLISH THESAURUS,0,,"$3,358.00",Books,,,,,,,,,,,,,,,,
246,OXFORD STUDENT THESAURUS,0,,"$4,100.00",Books,,,,,,,,,,,,,,,,
247,OXD LEARNER SPANISH DICTIONARY,0,,"$1,557.00",Books,,,,,,,,,,,,,,,,
248,Collins Primary Dictionary,36,,"$4,670.00",Books,,,,,,,,,,,,,,,,
207,Julius Caesar CSEC,9,,"$3,342.00",Books,,,,,,,,,,,,,,,,
208,Wine of Astonishment,3,,"$3,621.00",Books,,,,,,,,,,,,,,,,
209,EMIL & THE DETECTIVE,3,,"$4,477.00",Books,,,,,,,,,,,,,,,,
210,Escape to Last Man Peak,5,,"$3,358.00",Books,,,,,,,,,,,,,,,,
211,Beka Lamb,3,,"$1,517.00",Books,,,,,,,,,,,,,,,,
212,Songs of Silence,0,,"$1,700.00",Books,,,,,,,,,,,,,,,,
213,Green Days By the River,0,,$772.00,Books,,,,,,,,,,,,,,,,
214,Hot Spot  by Dawkins,1,,"$1,887.00",Books,,,,,,,,,,,,,,,,
215,SUN SONG 2,5,,"$4,990.00",Books,,,,,,,,,,,,,,,,
216,Island Princess in Brooklyn,0,,"$3,428.00",Books,,,,,,,,,,,,,,,,
217,Frangipani House,0,,"$3,621.00",Books,,,,,,,,,,,,,,,,
218,BAD GIRLS,0,,"$2,878.00",Books,,,,,,,,,,,,,,,,
219,ROMEO & JULIET{ OXFORD},1,,"$4,068.00",Books,,,,,,,,,,,,,,,,
220,Inner City Girl School Edition,1,,"$3,856.00",Books,,,,,,,,,,,,,,,,
448,Presentation Cover Back,324,,"$1,856.00",Stationery,,,,,,,,,,,,,,,,
475,Sticky Note 3 x 3,0,,"$4,214.00",Stationery,,,,,,,,,,,,,,,,
502,NOTICE FORM,116,,$137.00,Stationery,,,,,,,,,,,,,,,,
529,FASTENERS BRASS PLATED 3/4 inc,319,,"$2,841.00",Stationery,,,,,,,,,,,,,,,,
556,SARGENT ART 8 big ones  Crayons,40,,"$4,389.00",Stationery,,,,,,,,,,,,,,,,
583,GRAPH SHEET 100 PK,10,,"$2,451.00",Stationery,,,,,,,,,,,,,,,,
610,Spiral 3/4'',92,,$796.00,Stationery,,,,,,,,,,,,,,,,
637,WHITEBOARD REFILLABLE MARKER BLACK,2,,"$3,227.00",Stationery,,,,,,,,,,,,,,,,
664,PHYSICS LAB BOOK,6,,"$4,147.00",Stationery,,,,,,,,,,,,,,,,
691,ADJECTIVE CHART,4,,"$4,596.00",Stationery,,,,,,,,,,,,,,,,
718,ANALYSIS BOOK 14 COL,0,,$647.00,Stationery,,,,,,,,,,,,,,,,
745,KHAKI  PANTS 10,1,,"$4,234.00",Uniform,,,,,,,,,,,,,,,,
772,FOAM PUSSLES T027-D,0,,"$3,093.00",CRAFT,,,,,,,,,,,,,,,,
799,FOAM ANIMALS,2,,"$2,508.00",CRAFT,,,,,,,,,,,,,,,,
221,"BREATH EYES,MEMORY",4,,"$2,362.00",Books,,,,,,,,,,,,,,,,
222,THE TEMPEST,8,,"$2,334.00",Books,,,,,,,,,,,,,,,,
223,Old Story Time,0,,"$4,519.00",Books,,,,,,,,,,,,,,,,
224,TEMPEST WITH CXC STUDY GUIDE,16,,"$2,282.00",Books,,,,,,,,,,,,,,,,
225,MAN FROM JAMAICA'S HILLS,8,,$381.00,Books,,,,,,,,,,,,,,,,
226,ROMEO AND JULIET (FOR GCSE),9,,"$1,364.00",Books,,,,,,,,,,,,,,,,
227,A World of Prose for CXC,6,,"$3,910.00",Books,,,,,,,,,,,,,,,,
228,A World of Poetry for CXC,4,,"$4,608.00",Books,,,,,,,,,,,,,,,,
229,CSEC FOOD AND NUTRITION,0,,"$3,345.00",Books,,,,,,,,,,,,,,,,
230,INTE SCIENCE PAST PAPER,1,,"$2,941.00",Books,,,,,,,,,,,,,,,,
231,CXC PASSP PAPERS ENGLISH A,4,,"$3,033.00",Books,,,,,,,,,,,,,,,,
232,IT PAST PAPER,1,,"$3,700.00",Books,,,,,,,,,,,,,,,,
233,CSEC  POA - General Proficiencies,0,,"$2,318.00",Books,,,,,,,,,,,,,,,,
234,CXC  OFFICE ADMIN,7,,"$1,237.00",Books,,,,,,,,,,,,,,,,
290,Oxford Student MathDictionary,0,,$250.00,Books,,,,,,,,,,,,,,,,
291,INTEGRATED SCIENCE WBBK GRADE 7,0,,"$3,326.00",Books,,,,,,,,,,,,,,,,
292,AGRICLTURE SCIENCE BOOK 2,1,,"$4,420.00",Books,,,,,,,,,,,,,,,,
293,"AGRICLTURE SCIENCE
BOOK 1",1,,"$1,340.00",Books,,,,,,,,,,,,,,,,
294,Que Hay Workbook 1,1,,"$3,167.00",Books,,,,,,,,,,,,,,,,
295,Que Hay Workbook 2,14,,"$3,635.00",Books,,,,,,,,,,,,,,,,
296,Que Hay Workbook 3,6,,"$1,758.00",Books,,,,,,,,,,,,,,,,
297,RE FOR JAMAICA WKB 3,1,,"$2,194.00",Books,,,,,,,,,,,,,,,,
298,RE FOR JAMAICA WKB 2,30,,"$2,989.00",Books,,,,,,,,,,,,,,,,
299,R E FOR JAMAICA WB 1,27,,"$4,801.00",Books,,,,,,,,,,,,,,,,
300,INVESTIGATING SCIENCE GRADE 9 STUDENT BOOK,3,,"$1,643.00",Books,,,,,,,,,,,,,,,,
301,INVESTIGATING SCIENCE GRADE 8 STUDENT BOOK,2,,$219.00,Books,,,,,,,,,,,,,,,,
302,COLLINS MISSION FRANCAIS  WB2,3,,"$1,907.00",Books,,,,,,,,,,,,,,,,
303,COLLINS MISSION FRANCAIS WB3,3,,$962.00,Books,,,,,,,,,,,,,,,,
413,File Jacket Letter Size,1097,,$207.00,Stationery,,,,,,,,,,,,,,,,
414,SIGMAFLO ASSORTED MARKER,323,,$807.00,Stationery,,,,,,,,,,,,,,,,
415,Marker SHARPIE (Fine) ASSORTED,60,,"$4,990.00",Stationery,,,,,,,,,,,,,,,,
416,SHARPIE MARKER EX FINE,167,,"$1,090.00",Stationery,,,,,,,,,,,,,,,,
417,SUPER G-399 ASSORTED,0,,"$3,047.00",Stationery,,,,,,,,,,,,,,,,
418,PEN STUDMARK SEMIGEL,1,,"$3,725.00",Stationery,,,,,,,,,,,,,,,,
419,Jumbo Pencil Red,299,,"$4,029.00",Stationery,,,,,,,,,,,,,,,,
420,STABILO ASSORTED PENS,61,,"$1,104.00",Stationery,,,,,,,,,,,,,,,,
421,Berol Highlighter Assorted,2,,$624.00,Stationery,,,,,,,,,,,,,,,,
422,Berol Marker Assorted,91,,"$1,062.00",Stationery,,,,,,,,,,,,,,,,
423,GALAXY  PEN ASSORTED,90,,$292.00,Stationery,,,,,,,,,,,,,,,,
424,PRECISE POLOT PEN,57,,"$4,204.00",Stationery,,,,,,,,,,,,,,,,
425,PILOT PEN P-500,35,,"$3,647.00",Stationery,,,,,,,,,,,,,,,,
426,PILOT PEN P-700,57,,"$1,798.00",Stationery,,,,,,,,,,,,,,,,
449,Stabilo Highlighter Assorted,6,,"$3,183.00",Stationery,,,,,,,,,,,,,,,,
476,STUDMARK STICKY NOTE yellow,0,,"$2,733.00",Stationery,,,,,,,,,,,,,,,,
503,PETTY CASH VOUCHER,54,,"$2,078.00",Stationery,,,,,,,,,,,,,,,,
530,STUDMARK BADGE HOLDERS,16,,"$2,320.00",Stationery,,,,,,,,,,,,,,,,
557,CRAYOLA MODELING CLAY,0,,"$3,561.00",Stationery,,,,,,,,,,,,,,,,
584,INVOICE WITH CARBON,15,,$888.00,Stationery,,,,,,,,,,,,,,,,
611,SPRIAL 1'',3,,"$4,420.00",Stationery,,,,,,,,,,,,,,,,
638,WHITEBOARD REFILLABLE MARKER BLUE,11,,"$2,505.00",Stationery,,,,,,,,,,,,,,,,
665,PHYSICS LAB BOOK,0,,$447.00,Stationery,,,,,,,,,,,,,,,,
