SKU,Item Number,Item Description,Qty,Price,Department Name,Category,Item Type,Store
1424,498,Pattex 225g,5,"$4,613.00 ",Stationery,,,Old Harbour Books & Stationary
1425,525,Chalk coloured,9,"$2,725.00 ",Stationery,,,Old Harbour Books & Stationary
1426,552,Smock Small,0,"$2,638.00 ",Stationery,,,Old Harbour Books & Stationary
1427,579,Envelope #10 Window,737,$664.00 ,Stationery,,,Old Harbour Books & Stationary
1428,606,PENTEL EENERGEL PEN BLUE,0,"$3,158.00 ",Stationery,,,Old Harbour Books & Stationary
1429,633,KIDS SCISSORS,0,"$3,813.00 ",Stationery,,,Old Harbour Books & Stationary
1430,660,PARCHEMENT PAPER {THICK},123,"$4,579.00 ",Stationery,,,Old Harbour Books & Stationary
1431,687,KNOW OUR SHAPES,0,"$1,751.00 ",Stationery,,,Old Harbour Books & Stationary
1432,714,BLANK 50 PK,191,$297.00 ,Stationery,,,Old Harbour Books & Stationary
1433,741,KHAKI PANTS SIZE 18,1,"$2,326.00 ",Uniform,,,Old Harbour Books & Stationary
1434,768,FLOWERS GLITTER,1,"$1,057.00 ",CRAFT,,,Old Harbour Books & Stationary
1435,795,GLITTER ASSORTER 9,2,"$1,987.00 ",CRAFT,,,Old Harbour Books & Stationary
1436,819,LIZARD ASSORTED,0,"$2,034.00 ",CRAFT,,,Old Harbour Books & Stationary
1437,371,Caribbean Infant Reader 3B,0,"$1,232.00 ",Books,,,Old Harbour Books & Stationary
1438,372,JOLLY PHONICS WORKBOOK 4,2,"$1,616.00 ",Books,,,Old Harbour Books & Stationary
1439,373,EARLY BIRD READING SKILLS AGE 4,6,"$1,085.00 ",Books,,,Old Harbour Books & Stationary
1440,374,Early Bird NUMERACY SKILLS Age 3,7,$152.00 ,Books,,,Old Harbour Books & Stationary
1441,375,Early Bird NUMERACY SKILLS Age 4,7,"$2,444.00 ",Books,,,Old Harbour Books & Stationary
1442,376,Early Bird NUMERACY SKILLS Age 5,5,"$3,259.00 ",Books,,,Old Harbour Books & Stationary
1443,377,Early Bird WRITING SKILLS 4,4,"$2,457.00 ",Books,,,Old Harbour Books & Stationary
1444,378,Early Bird WRITING SKILLS 3,7,"$4,924.00 ",Books,,,Old Harbour Books & Stationary
1445,379,Early Bird WRITING SKILLS 5,5,$667.00 ,Books,,,Old Harbour Books & Stationary
1446,380,Marks Record,1,"$3,484.00 ",Stationery,,,Old Harbour Books & Stationary
1447,381,Register {Secoundary},27,"$2,256.00 ",Books,,,Old Harbour Books & Stationary
1448,382,OxfORD Mathematics for the Caribbean Skills Workbook 1,0,"$1,861.00 ",Books,,,Old Harbour Books & Stationary
1449,383,CSEC INTEGRATED SCIENCE,0,$531.00 ,Books,,,Old Harbour Books & Stationary
1450,384,CSEC ENGLISH LANGUAGE PAPER 1,7,"$1,208.00 ",Books,,,Old Harbour Books & Stationary
1451,445,Glossy cover one side,89,"$2,553.00 ",Stationery,,,Old Harbour Books & Stationary
1452,472,PAPER MATE CORRECTIONAL Liquid Bottle,32,"$3,841.00 ",Stationery,,,Old Harbour Books & Stationary
1453,499,LARGE ELMER'S GLUE,3,"$1,972.00 ",Stationery,,,Old Harbour Books & Stationary
1454,526,BOOK WRAPPER ASSORTED,325,"$4,965.00 ",Stationery,,,Old Harbour Books & Stationary
1455,553,Crayons Jumbo #8,23,"$1,439.00 ",Stationery,,,Old Harbour Books & Stationary
1456,580,Envelope # 8 White /brown,4705,"$2,003.00 ",Stationery,,,Old Harbour Books & Stationary
1457,607,SCRATCH PAD LARG,0,"$3,530.00 ",Stationery,,,Old Harbour Books & Stationary
1458,634,BOX CUTTER,2,"$4,557.00 ",Stationery,,,Old Harbour Books & Stationary
1459,661,Glitter twin pocket folder,3,$484.00 ,Stationery,,,Old Harbour Books & Stationary
1460,688,NUMBERS 1-10,0,"$3,204.00 ",Stationery,,,Old Harbour Books & Stationary
1461,715,Metre stick,7,"$3,116.00 ",Stationery,,,Old Harbour Books & Stationary
1462,742,KHAKI PANTS 16,0,"$4,635.00 ",Uniform,,,Old Harbour Books & Stationary
1463,769,POM POM GLITTER,11,"$4,465.00 ",CRAFT,,,Old Harbour Books & Stationary
1464,796,TRANSPORTATION,5,"$3,298.00 ",CRAFT,,,Old Harbour Books & Stationary
1465,446,ID SRING WITH HOOK,3,"$3,237.00 ",Stationery,,,Old Harbour Books & Stationary
1466,473,Sticky Note 3 x 3 green,0,"$3,001.00 ",Stationery,,,Old Harbour Books & Stationary
1467,500,UHU STICK GLUE 21G,0,"$4,421.00 ",Stationery,,,Old Harbour Books & Stationary
1468,527,WILL Form,28,"$4,956.00 ",Stationery,,,Old Harbour Books & Stationary
1469,554,Crayola Crayons 24pk,14,"$2,592.00 ",Stationery,,,Old Harbour Books & Stationary
1470,581,FOLDER SHEETS 50 PK,23,"$1,900.00 ",Stationery,,,Old Harbour Books & Stationary
1471,608,SPIRAL 1 1/2'',73,"$3,251.00 ",Stationery,,,Old Harbour Books & Stationary
1472,635,STUDMARK No.10 MINI STAPLER,0,"$2,264.00 ",Stationery,,,Old Harbour Books & Stationary
1473,662,INACOPIA L/S PAPER,152,"$1,314.00 ",Stationery,,,Old Harbour Books & Stationary
1474,689,DAY OF THE WEEK CHARTS,0,"$1,926.00 ",Stationery,,,Old Harbour Books & Stationary
1475,716,ATTENDANCE BOOK SMALL,4,"$1,488.00 ",Stationery,,,Old Harbour Books & Stationary
1476,743,KHAKI PANTS SIZE 4,4,$180.00 ,Uniform,,,Old Harbour Books & Stationary
1477,770,FOAM BALL 98MM 4PK,0,"$4,694.00 ",CRAFT,,,Old Harbour Books & Stationary
1478,797,STICKERS ASSORTED,0,"$2,785.00 ",CRAFT,,,Old Harbour Books & Stationary
1479,164,NEW PRIMARY S/S GRADE 6,19,$173.00 ,Books,,,Old Harbour Books & Stationary
1480,165,CARLONG PRACTICE PAPERS MATHS PEP,6,"$4,588.00 ",Books,,,Old Harbour Books & Stationary
1481,166,Mathematics Performance Task 6,5,$969.00 ,Books,,,Old Harbour Books & Stationary
1482,167,GRADE 6 NEW INTE SCIENCE WORKBOOK PEP,18,$954.00 ,Books,,,Old Harbour Books & Stationary
1483,168,GRADE 6 NEW INTEGRATED MATHEMATICS WORKBOOK PEP,23,$605.00 ,Books,,,Old Harbour Books & Stationary
1484,169,Cheetah Practice Ability Test,1,"$1,448.00 ",Books,,,Old Harbour Books & Stationary
1485,170,Cheetah Math Practice,1,"$4,536.00 ",Books,,,Old Harbour Books & Stationary
1486,171,MISSION SCIENCE STUDENT BOOK 6,19,"$3,380.00 ",Books,,,Old Harbour Books & Stationary
1487,172,CRITICAL THINKING BK 6,40,"$3,579.00 ",Books,,,Old Harbour Books & Stationary
1488,173,HOW SMART ARE YOU,8,$294.00 ,Books,,,Old Harbour Books & Stationary
1489,174,New Junior English Revised,1,"$4,121.00 ",Books,,,Old Harbour Books & Stationary
1490,175,New FIRST AID IN ENGLISH,0,"$3,510.00 ",Books,,,Old Harbour Books & Stationary
1491,176,FIRST AID IN MATHS,14,"$2,278.00 ",Books,,,Old Harbour Books & Stationary
1492,177,Active English for Success Course Book 6,6,"$3,749.00 ",Books,,,Old Harbour Books & Stationary
1493,427,CASH 3 TO A PAGE RECEIPT BOOK,13,"$4,870.00 ",Stationery,,,Old Harbour Books & Stationary
1494,428,GLUE STICK LARGE,1,"$2,810.00 ",Stationery,,,Old Harbour Books & Stationary
1495,429,4 COLOUR PEN,7,"$2,026.00 ",Stationery,,,Old Harbour Books & Stationary
1496,430,CLEAR FRONT REPORT COVER,3,"$4,960.00 ",Stationery,,,Old Harbour Books & Stationary
1497,431,Papermate Pens,9,"$4,643.00 ",Stationery,,,Old Harbour Books & Stationary
1498,432,GLITTER FOAM SHEET LARGE,605,"$2,943.00 ",Stationery,,,Old Harbour Books & Stationary
1499,433,2'' BULL DOG CLIP,0,$975.00 ,Stationery,,,Old Harbour Books & Stationary
1500,434,1'' BULL DOG CLIP,1,"$2,368.00 ",Stationery,,,Old Harbour Books & Stationary
1501,435,DRAWING PENCILS ASSORTED NUMBERS,342,"$4,626.00 ",Stationery,,,Old Harbour Books & Stationary
1502,436,DOCUMENT WALLET L/S,0,"$3,625.00 ",Stationery,,,Old Harbour Books & Stationary
1503,438,Small Sheen Tape,17,"$3,560.00 ",Stationery,,,Old Harbour Books & Stationary
1504,439,DECORATIVE TAPE {LARGE SHEEN},23,$181.00 ,Stationery,,,Old Harbour Books & Stationary
1505,440,DECORATIVE TAPE,3,"$2,458.00 ",Stationery,,,Old Harbour Books & Stationary
1506,150,JAMAICA PRIMARY S/S for NSC WORK BK5,20,"$2,871.00 ",Books,,,Old Harbour Books & Stationary
1507,151,JAMAICA PRIMARY S/S STUDENT BOOK 5,1,"$1,376.00 ",Books,,,Old Harbour Books & Stationary
1508,152,THE NEW INTEGRATED S/S BK 5,21,$557.00 ,Books,,,Old Harbour Books & Stationary
1509,153,THE NEW PRIMARY S/S GRADE 5,7,"$2,111.00 ",Books,,,Old Harbour Books & Stationary
1510,154,Active English for Success Course Book 5,8,$768.00 ,Books,,,Old Harbour Books & Stationary
1511,155,Communication Task Workbook 5,1,$741.00 ,Books,,,Old Harbour Books & Stationary
1512,156,LEAPS AND BOUND IN LITERACY,6,"$2,146.00 ",Books,,,Old Harbour Books & Stationary
1513,157,"PEP PRACTICE Performance GRADE 4,5 & 6",7,$638.00 ,Books,,,Old Harbour Books & Stationary
1514,158,"PEP PRACTICE ABILITY GRADE 4,5 & 6",26,"$3,304.00 ",Books,,,Old Harbour Books & Stationary
1515,159,MENTAL ABILITY AND REASIONG BOOK 5,3,"$3,981.00 ",Books,,,Old Harbour Books & Stationary
1516,160,MISSION SCIENCE STUDENT BOOK 5,26,"$1,266.00 ",Books,,,Old Harbour Books & Stationary
1517,161,Language Tree Student Book 5,3,"$2,609.00 ",Books,,,Old Harbour Books & Stationary
1518,162,Language Tree WORK Book 5,5,"$1,553.00 ",Books,,,Old Harbour Books & Stationary
1519,163,JAMAICA PRIMARY S/S STUDENT BOOK 6,1,$539.00 ,Books,,,Old Harbour Books & Stationary
1520,178,LANGUAGE TREE WORKBK 6,12,"$4,350.00 ",Books,,,Old Harbour Books & Stationary
1521,179,MENTAL ABILITY AND REASONING Book 6,0,"$1,505.00 ",Books,,,Old Harbour Books & Stationary
1522,180,REDISCOVERING MATHS GRADE 6,20,"$3,564.00 ",Books,,,Old Harbour Books & Stationary
1523,181,Bright Sparks Students Book 6,3,"$2,556.00 ",Books,,,Old Harbour Books & Stationary
1524,182,The year In San Frenando,1,"$2,793.00 ",Books,,,Old Harbour Books & Stationary
1525,183,MEN AND GODS,11,"$4,688.00 ",Books,,,Old Harbour Books & Stationary
1526,184,The Pearl,10,$504.00 ,Books,,,Old Harbour Books & Stationary
1527,185,Sprat Morrison,1,$179.00 ,Books,,,Old Harbour Books & Stationary
1528,186,Sunsong 3,4,$316.00 ,Books,,,Old Harbour Books & Stationary
1529,187,Plays For Today CSEC,3,"$4,218.00 ",Books,,,Old Harbour Books & Stationary
1530,188,To Kill a Mockinbird,5,"$1,138.00 ",Books,,,Old Harbour Books & Stationary
1531,189,The Glass Menagerie,3,"$3,924.00 ",Books,,,Old Harbour Books & Stationary
1532,190,FULL CIRCLE,4,"$4,630.00 ",Books,,,Old Harbour Books & Stationary
1533,191,Summer Lightning,3,"$2,212.00 ",Books,,,Old Harbour Books & Stationary
1534,447,Presentation Cover Clear,251,"$4,158.00 ",Stationery,,,Old Harbour Books & Stationary
1535,474,Sticky Note 3 x 3,0,$374.00 ,Stationery,,,Old Harbour Books & Stationary
1536,501,EYES ASSORTED,579,"$4,809.00 ",Stationery,,,Old Harbour Books & Stationary
1537,528,MAPED BOOGY SHARPENER,6,"$3,174.00 ",Stationery,,,Old Harbour Books & Stationary
1538,555,SARGENT ART 8 LARGE CRAYONS,24,"$4,996.00 ",Stationery,,,Old Harbour Books & Stationary
1539,582,GRAPH SHEET 50,9,"$4,053.00 ",Stationery,,,Old Harbour Books & Stationary
1540,609,SPIRAL 1/2 INCH,79,"$4,071.00 ",Stationery,,,Old Harbour Books & Stationary
1541,636,VERBATIM FLASH DRIVE,1,"$1,445.00 ",Stationery,,,Old Harbour Books & Stationary
1542,663,CHEMISTRY LAB BOOK,11,"$4,362.00 ",Stationery,,,Old Harbour Books & Stationary
1543,690,NOUNS CHARTS,5,"$1,536.00 ",Stationery,,,Old Harbour Books & Stationary
1544,717,LOG BOOK LRG,0,"$3,748.00 ",Stationery,,,Old Harbour Books & Stationary
1545,744,KHAKI PANTS 8,1,"$4,233.00 ",Uniform,,,Old Harbour Books & Stationary
1546,771,Pointer Bees,1,"$4,885.00 ",CRAFT,,,Old Harbour Books & Stationary
1547,798,FOAM LETTER,1,$550.00 ,CRAFT,,,Old Harbour Books & Stationary
1548,317,Rainbow Reader Family &Friend infant Yr 1 work book 1,9,"$1,896.00 ",Books,,,Old Harbour Books & Stationary
1549,318,Rainbow Readers Fun in the Holidays Infant Year 1 WKBK 2,0,"$2,139.00 ",Books,,,Old Harbour Books & Stationary
1550,319,THE WAY TO ART MIXING COLOURS BOOK2,3,"$4,351.00 ",Books,,,Old Harbour Books & Stationary
1551,320,LETS LEARN TOGETHER LANGUAGE ARTS,18,$515.00 ,Books,,,Old Harbour Books & Stationary
1552,321,LET'S LEARN TOGETHER READING & ACTIVITY,5,"$1,421.00 ",Books,,,Old Harbour Books & Stationary
1553,322,READING & COMPREHENSION BK 2,16,"$1,105.00 ",Books,,,Old Harbour Books & Stationary
1554,323,JUMBO COLOURING ABC,25,"$3,034.00 ",Books,,,Old Harbour Books & Stationary
1555,324,JUMBO COLOURING 123,17,"$2,823.00 ",Books,,,Old Harbour Books & Stationary
1556,325,ME AND MY WORLD PRE- K,12,"$3,489.00 ",Books,,,Old Harbour Books & Stationary
1557,326,Our Island Jamaica Me & My World K1 Age 3,0,"$3,909.00 ",Books,,,Old Harbour Books & Stationary
1558,327,Reading and Comprehension K2,4,"$2,857.00 ",Books,,,Old Harbour Books & Stationary
1559,328,"READ & ACTIVITY 
 Bk 2 K2",5,"$4,394.00 ",Books,,,Old Harbour Books & Stationary
1560,329,Let's Learn Together Phonics Book 2 Age 4,1,"$2,970.00 ",Books,,,Old Harbour Books & Stationary
1561,330,LETS LEARN TOGETHER SPANISH K2 LEVEL 1,1,"$3,841.00 ",Books,,,Old Harbour Books & Stationary
1562,276,Skills in Geography,5,"$1,991.00 ",Books,,,Old Harbour Books & Stationary
1563,277,Macmillan Jamaica Social Studies Atlas,1,"$2,377.00 ",Books,,,Old Harbour Books & Stationary
1564,278,Philips Certificate Atlas,4,"$2,226.00 ",Books,,,Old Harbour Books & Stationary
1565,279,DISCOVERING GEORAPHY WORKBOOK,1,"$3,826.00 ",Books,,,Old Harbour Books & Stationary
1566,280,LEVEL 2 GEOGRAPHY,1,"$1,274.00 ",Books,,,Old Harbour Books & Stationary
1567,281,CARIBBEAN PHYSICAL ED LEV 1-3,4,"$4,943.00 ",Books,,,Old Harbour Books & Stationary
1568,282,PREPARING FOR EXAM BK 1,5,"$1,213.00 ",Books,,,Old Harbour Books & Stationary
1569,283,WorkBook for Food & Nutrition Students,0,"$1,936.00 ",Books,,,Old Harbour Books & Stationary
1570,284,WorkBook for Clothing & Textiles Students,14,"$1,769.00 ",Books,,,Old Harbour Books & Stationary
1571,285,PREPARING FOR EXAM BK 2,2,"$3,080.00 ",Books,,,Old Harbour Books & Stationary
1572,286,New Primary English 5,0,"$3,756.00 ",Books,,,Old Harbour Books & Stationary
1573,287,H & S Biology Study Guide for CXC,0,"$2,578.00 ",Books,,,Old Harbour Books & Stationary
1574,288,CXC English B Study Guide for CSEC,2,$630.00 ,Books,,,Old Harbour Books & Stationary
1575,289,CXC MATHEMATICS Study Guide for CSEC,0,"$1,722.00 ",Books,,,Old Harbour Books & Stationary
1576,249,STUDENT COMPANION,5,$572.00 ,Books,,,Old Harbour Books & Stationary
1577,250,Exploring Chemistry Grade 9 workbook,9,"$3,007.00 ",Books,,,Old Harbour Books & Stationary
1578,251,Exploring Biology Grade 9 Student Book,6,"$4,510.00 ",Books,,,Old Harbour Books & Stationary
1579,252,Exploring Physics Grade 9 Student Book,13,$270.00 ,Books,,,Old Harbour Books & Stationary
1580,253,Exploring Physics Grade 9 Work Book,12,"$2,817.00 ",Books,,,Old Harbour Books & Stationary
1581,254,COLLINS ATLAS SOCIAL STUDIES,24,"$1,413.00 ",Books,,,Old Harbour Books & Stationary
1582,255,Exploring Biology GR 9 WKB,12,"$2,216.00 ",Books,,,Old Harbour Books & Stationary
1583,256,COLLINS Integrated Science Book 1 Student,0,"$3,097.00 ",Books,,,Old Harbour Books & Stationary
1584,257,COLLINS Integrated Science Book 1 Workbook,0,"$2,013.00 ",Books,,,Old Harbour Books & Stationary
1585,258,COLLINS Integrated Science Book 3 Student,0,"$2,415.00 ",Books,,,Old Harbour Books & Stationary
1586,259,COLLINS Integrated Science Book 3 workbook,2,"$3,365.00 ",Books,,,Old Harbour Books & Stationary
1587,260,COLLINS Integrated Science Book 2 workbook,0,"$1,532.00 ",Books,,,Old Harbour Books & Stationary
1588,261,COLLINS Integrated Science Book 2 Student,0,"$4,641.00 ",Books,,,Old Harbour Books & Stationary
1589,235,BIOLOGY PASS PAPER,7,"$2,866.00 ",Books,,,Old Harbour Books & Stationary
1590,236,MATHS PAST PAPER,0,"$1,867.00 ",Books,,,Old Harbour Books & Stationary
1591,237,CHEMISTRY PASS PAPERS,1,$830.00 ,Books,,,Old Harbour Books & Stationary
1592,238,LITTLE OXFORD ENG DICTIONARY,0,$796.00 ,Books,,,Old Harbour Books & Stationary
1593,239,OXFORD SCHOOL DICT & THESAURUS,0,"$3,306.00 ",Books,,,Old Harbour Books & Stationary
1594,240,Collins Easy Learn Spanish Dictionery,1,"$1,870.00 ",Books,,,Old Harbour Books & Stationary
1595,241,Collin French Pcket Dictionary,9,"$1,484.00 ",Books,,,Old Harbour Books & Stationary
1596,242,COLLINS ENGLISH DICTIONARY,2,"$2,583.00 ",Books,,,Old Harbour Books & Stationary
1597,243,COLLINS SPANISH GRAMMER DICTIONARY,21,"$1,097.00 ",Books,,,Old Harbour Books & Stationary
1598,244,COLLINS STUDENT DICTIONERY,2,"$3,883.00 ",Books,,,Old Harbour Books & Stationary
1599,245,COLLINS ENGLISH THESAURUS,0,"$3,358.00 ",Books,,,Old Harbour Books & Stationary
1600,246,OXFORD STUDENT THESAURUS,0,"$4,100.00 ",Books,,,Old Harbour Books & Stationary
1601,247,OXD LEARNER SPANISH DICTIONARY,0,"$1,557.00 ",Books,,,Old Harbour Books & Stationary
1602,248,Collins Primary Dictionary,36,"$4,670.00 ",Books,,,Old Harbour Books & Stationary
1603,207,Julius Caesar CSEC,9,"$3,342.00 ",Books,,,Old Harbour Books & Stationary
1604,208,Wine of Astonishment,3,"$3,621.00 ",Books,,,Old Harbour Books & Stationary
1605,209,EMIL & THE DETECTIVE,3,"$4,477.00 ",Books,,,Old Harbour Books & Stationary
1606,210,Escape to Last Man Peak,5,"$3,358.00 ",Books,,,Old Harbour Books & Stationary
1607,211,Beka Lamb,3,"$1,517.00 ",Books,,,Old Harbour Books & Stationary
1608,212,Songs of Silence,0,"$1,700.00 ",Books,,,Old Harbour Books & Stationary
1609,213,Green Days By the River,0,$772.00 ,Books,,,Old Harbour Books & Stationary
1610,214,Hot Spot by Dawkins,1,"$1,887.00 ",Books,,,Old Harbour Books & Stationary
1611,215,SUN SONG 2,5,"$4,990.00 ",Books,,,Old Harbour Books & Stationary
1612,216,Island Princess in Brooklyn,0,"$3,428.00 ",Books,,,Old Harbour Books & Stationary
1613,217,Frangipani House,0,"$3,621.00 ",Books,,,Old Harbour Books & Stationary
1614,218,BAD GIRLS,0,"$2,878.00 ",Books,,,Old Harbour Books & Stationary
1615,219,ROMEO & JULIET{ OXFORD},1,"$4,068.00 ",Books,,,Old Harbour Books & Stationary
1616,220,Inner City Girl School Edition,1,"$3,856.00 ",Books,,,Old Harbour Books & Stationary
1617,448,Presentation Cover Back,324,"$1,856.00 ",Stationery,,,Old Harbour Books & Stationary
1618,475,Sticky Note 3 x 3,0,"$4,214.00 ",Stationery,,,Old Harbour Books & Stationary
1619,502,NOTICE FORM,116,$137.00 ,Stationery,,,Old Harbour Books & Stationary
1620,529,FASTENERS BRASS PLATED 3/4 inc,319,"$2,841.00 ",Stationery,,,Old Harbour Books & Stationary
1621,556,SARGENT ART 8 big ones Crayons,40,"$4,389.00 ",Stationery,,,Old Harbour Books & Stationary
1622,583,GRAPH SHEET 100 PK,10,"$2,451.00 ",Stationery,,,Old Harbour Books & Stationary
1623,610,Spiral 3/4'',92,$796.00 ,Stationery,,,Old Harbour Books & Stationary
1624,637,WHITEBOARD REFILLABLE MARKER BLACK,2,"$3,227.00 ",Stationery,,,Old Harbour Books & Stationary
1625,664,PHYSICS LAB BOOK,6,"$4,147.00 ",Stationery,,,Old Harbour Books & Stationary
1626,691,ADJECTIVE CHART,4,"$4,596.00 ",Stationery,,,Old Harbour Books & Stationary
1627,718,ANALYSIS BOOK 14 COL,0,$647.00 ,Stationery,,,Old Harbour Books & Stationary
1628,745,KHAKI PANTS 10,1,"$4,234.00 ",Uniform,,,Old Harbour Books & Stationary
1629,772,FOAM PUSSLES T027-D,0,"$3,093.00 ",CRAFT,,,Old Harbour Books & Stationary
1630,799,FOAM ANIMALS,2,"$2,508.00 ",CRAFT,,,Old Harbour Books & Stationary
1631,221,"BREATH EYES,MEMORY",4,"$2,362.00 ",Books,,,Old Harbour Books & Stationary
1632,222,THE TEMPEST,8,"$2,334.00 ",Books,,,Old Harbour Books & Stationary
1633,223,Old Story Time,0,"$4,519.00 ",Books,,,Old Harbour Books & Stationary
1634,224,TEMPEST WITH CXC STUDY GUIDE,16,"$2,282.00 ",Books,,,Old Harbour Books & Stationary
1635,225,MAN FROM JAMAICA'S HILLS,8,$381.00 ,Books,,,Old Harbour Books & Stationary
1636,226,ROMEO AND JULIET (FOR GCSE),9,"$1,364.00 ",Books,,,Old Harbour Books & Stationary
1637,227,A World of Prose for CXC,6,"$3,910.00 ",Books,,,Old Harbour Books & Stationary
1638,228,A World of Poetry for CXC,4,"$4,608.00 ",Books,,,Old Harbour Books & Stationary
1639,229,CSEC FOOD AND NUTRITION,0,"$3,345.00 ",Books,,,Old Harbour Books & Stationary
1640,230,INTE SCIENCE PAST PAPER,1,"$2,941.00 ",Books,,,Old Harbour Books & Stationary
1641,231,CXC PASSP PAPERS ENGLISH A,4,"$3,033.00 ",Books,,,Old Harbour Books & Stationary
1642,232,IT PAST PAPER,1,"$3,700.00 ",Books,,,Old Harbour Books & Stationary
1643,233,CSEC POA - General Proficiencies,0,"$2,318.00 ",Books,,,Old Harbour Books & Stationary
1644,234,CXC OFFICE ADMIN,7,"$1,237.00 ",Books,,,Old Harbour Books & Stationary
1645,290,Oxford Student MathDictionary,0,$250.00 ,Books,,,Old Harbour Books & Stationary
1646,291,INTEGRATED SCIENCE WBBK GRADE 7,0,"$3,326.00 ",Books,,,Old Harbour Books & Stationary
1647,292,AGRICLTURE SCIENCE BOOK 2,1,"$4,420.00 ",Books,,,Old Harbour Books & Stationary
1648,293,"AGRICLTURE SCIENCE
 
 BOOK 1",1,"$1,340.00 ",Books,,,Old Harbour Books & Stationary
1649,294,Que Hay Workbook 1,1,"$3,167.00 ",Books,,,Old Harbour Books & Stationary
1650,295,Que Hay Workbook 2,14,"$3,635.00 ",Books,,,Old Harbour Books & Stationary
1651,296,Que Hay Workbook 3,6,"$1,758.00 ",Books,,,Old Harbour Books & Stationary
1652,297,RE FOR JAMAICA WKB 3,1,"$2,194.00 ",Books,,,Old Harbour Books & Stationary
1653,298,RE FOR JAMAICA WKB 2,30,"$2,989.00 ",Books,,,Old Harbour Books & Stationary
1654,299,R E FOR JAMAICA WB 1,27,"$4,801.00 ",Books,,,Old Harbour Books & Stationary
1655,300,INVESTIGATING SCIENCE GRADE 9 STUDENT BOOK,3,"$1,643.00 ",Books,,,Old Harbour Books & Stationary
1656,301,INVESTIGATING SCIENCE GRADE 8 STUDENT BOOK,2,$219.00 ,Books,,,Old Harbour Books & Stationary
1657,302,COLLINS MISSION FRANCAIS WB2,3,"$1,907.00 ",Books,,,Old Harbour Books & Stationary
1658,303,COLLINS MISSION FRANCAIS WB3,3,$962.00 ,Books,,,Old Harbour Books & Stationary
1659,413,File Jacket Letter Size,1097,$207.00 ,Stationery,,,Old Harbour Books & Stationary
1660,414,SIGMAFLO ASSORTED MARKER,323,$807.00 ,Stationery,,,Old Harbour Books & Stationary
1661,415,Marker SHARPIE (Fine) ASSORTED,60,"$4,990.00 ",Stationery,,,Old Harbour Books & Stationary
1662,416,SHARPIE MARKER EX FINE,167,"$1,090.00 ",Stationery,,,Old Harbour Books & Stationary
1663,417,SUPER G-399 ASSORTED,0,"$3,047.00 ",Stationery,,,Old Harbour Books & Stationary
1664,418,PEN STUDMARK SEMIGEL,1,"$3,725.00 ",Stationery,,,Old Harbour Books & Stationary
1665,419,Jumbo Pencil Red,299,"$4,029.00 ",Stationery,,,Old Harbour Books & Stationary
1666,420,STABILO ASSORTED PENS,61,"$1,104.00 ",Stationery,,,Old Harbour Books & Stationary
1667,421,Berol Highlighter Assorted,2,$624.00 ,Stationery,,,Old Harbour Books & Stationary
1668,422,Berol Marker Assorted,91,"$1,062.00 ",Stationery,,,Old Harbour Books & Stationary
1669,423,GALAXY PEN ASSORTED,90,$292.00 ,Stationery,,,Old Harbour Books & Stationary
1670,424,PRECISE POLOT PEN,57,"$4,204.00 ",Stationery,,,Old Harbour Books & Stationary
1671,425,PILOT PEN P-500,35,"$3,647.00 ",Stationery,,,Old Harbour Books & Stationary
1672,426,PILOT PEN P-700,57,"$1,798.00 ",Stationery,,,Old Harbour Books & Stationary
1673,449,Stabilo Highlighter Assorted,6,"$3,183.00 ",Stationery,,,Old Harbour Books & Stationary
1674,476,STUDMARK STICKY NOTE yellow,0,"$2,733.00 ",Stationery,,,Old Harbour Books & Stationary
1675,503,PETTY CASH VOUCHER,54,"$2,078.00 ",Stationery,,,Old Harbour Books & Stationary
1676,530,STUDMARK BADGE HOLDERS,16,"$2,320.00 ",Stationery,,,Old Harbour Books & Stationary
1677,557,CRAYOLA MODELING CLAY,0,"$3,561.00 ",Stationery,,,Old Harbour Books & Stationary
1678,584,INVOICE WITH CARBON,15,$888.00 ,Stationery,,,Old Harbour Books & Stationary
1679,611,SPRIAL 1'',3,"$4,420.00 ",Stationery,,,Old Harbour Books & Stationary
1680,638,WHITEBOARD REFILLABLE MARKER BLUE,11,"$2,505.00 ",Stationery,,,Old Harbour Books & Stationary
1681,665,PHYSICS LAB BOOK,0,$447.00 ,Stationery,,,Old Harbour Books & Stationary
1682,692,VERB CHART,1,"$4,409.00 ",Stationery,,,Old Harbour Books & Stationary
1683,719,ANALYSIS BOOK 7 COL,7,$117.00 ,Stationery,,,Old Harbour Books & Stationary
1684,746,A RAISIN IN THE SUN,2,"$4,691.00 ",Books,,,Old Harbour Books & Stationary
1685,773,DECORATIVE 4-TYPE STICKERS,0,"$3,136.00 ",CRAFT,,,Old Harbour Books & Stationary
1686,800,FLOWERS ASSORTED,1,"$2,769.00 ",CRAFT,,,Old Harbour Books & Stationary
1687,331,Our Island Jamaica K3,24,"$3,334.00 ",Books,,,Old Harbour Books & Stationary
1688,332,LET'INFANT PHONICS K3,14,"$4,325.00 ",Books,,,Old Harbour Books & Stationary
1689,333,COME READ WITH ME K3,2,"$4,034.00 ",Books,,,Old Harbour Books & Stationary
1690,334,LET'S LEARN TOGETHER SPANISH K3 LEVEL 2,34,$640.00 ,Books,,,Old Harbour Books & Stationary
